,uid,topology,iteration,nodes,event,size_gb,time_seconds
0,kary-15-30,kary-15,3,30,create-archive,1,4.006
1,kary-15-30,kary-15,3,30,distribute-all-nodes,1,3.34
2,kary-15-30,kary-15,3,30,clean-all-nodes,1,0.322
3,kary-15-30,kary-15,3,30,delete-archive-all-nodes,1,0.026
4,kary-15-30,kary-15,3,30,create-leaf-nodes,1,4.048
5,kary-15-30,kary-15,3,30,distribute-leaf-nodes,1,2.675
6,kary-15-30,kary-15,3,30,clean-leaf-nodes,1,0.316
7,kary-15-30,kary-15,3,30,delete-archive-leaf-nodes,1,0.027
8,kary-15-30,kary-15,3,30,create-middle-nodes,1,4.008
9,kary-15-30,kary-15,3,30,distribute-middle-nodes-0,1,2.743
10,kary-15-30,kary-15,3,30,distribute-middle-nodes-1,1,2.685
11,kary-15-30,kary-15,3,30,clean-middle-nodes,1,0.314
12,kary-15-30,kary-15,3,30,delete-archive-middle-nodes,1,0.027
13,kary-15-30,kary-15,3,30,create-archive,2,7.97
14,kary-15-30,kary-15,3,30,distribute-all-nodes,2,5.46
15,kary-15-30,kary-15,3,30,clean-all-nodes,2,0.602
16,kary-15-30,kary-15,3,30,delete-archive-all-nodes,2,0.033
17,kary-15-30,kary-15,3,30,create-leaf-nodes,2,7.937
18,kary-15-30,kary-15,3,30,distribute-leaf-nodes,2,5.347
19,kary-15-30,kary-15,3,30,clean-leaf-nodes,2,0.607
20,kary-15-30,kary-15,3,30,delete-archive-leaf-nodes,2,0.033
21,kary-15-30,kary-15,3,30,create-middle-nodes,2,7.875
22,kary-15-30,kary-15,3,30,distribute-middle-nodes-0,2,5.366
23,kary-15-30,kary-15,3,30,distribute-middle-nodes-1,2,5.376
24,kary-15-30,kary-15,3,30,clean-middle-nodes,2,10.67
25,kary-15-30,kary-15,3,30,delete-archive-middle-nodes,2,0.034
26,kary-15-30,kary-15,0,30,create-archive,1,3.994
27,kary-15-30,kary-15,0,30,distribute-all-nodes,1,3.559
28,kary-15-30,kary-15,0,30,clean-all-nodes,1,0.324
29,kary-15-30,kary-15,0,30,delete-archive-all-nodes,1,0.027
30,kary-15-30,kary-15,0,30,create-leaf-nodes,1,3.989
31,kary-15-30,kary-15,0,30,distribute-leaf-nodes,1,2.698
32,kary-15-30,kary-15,0,30,clean-leaf-nodes,1,0.319
33,kary-15-30,kary-15,0,30,delete-archive-leaf-nodes,1,0.027
34,kary-15-30,kary-15,0,30,create-middle-nodes,1,3.984
35,kary-15-30,kary-15,0,30,distribute-middle-nodes-0,1,2.755
36,kary-15-30,kary-15,0,30,distribute-middle-nodes-1,1,2.697
37,kary-15-30,kary-15,0,30,clean-middle-nodes,1,0.319
38,kary-15-30,kary-15,0,30,delete-archive-middle-nodes,1,0.026
39,kary-15-30,kary-15,0,30,create-archive,2,7.893
40,kary-15-30,kary-15,0,30,distribute-all-nodes,2,5.386
41,kary-15-30,kary-15,0,30,clean-all-nodes,2,0.745
42,kary-15-30,kary-15,0,30,delete-archive-all-nodes,2,0.032
43,kary-15-30,kary-15,0,30,create-leaf-nodes,2,7.918
44,kary-15-30,kary-15,0,30,distribute-leaf-nodes,2,5.36
45,kary-15-30,kary-15,0,30,clean-leaf-nodes,2,0.608
46,kary-15-30,kary-15,0,30,delete-archive-leaf-nodes,2,0.033
47,kary-15-30,kary-15,0,30,create-middle-nodes,2,7.98
48,kary-15-30,kary-15,0,30,distribute-middle-nodes-0,2,5.397
49,kary-15-30,kary-15,0,30,distribute-middle-nodes-1,2,5.361
50,kary-15-30,kary-15,0,30,clean-middle-nodes,2,10.753
51,kary-15-30,kary-15,0,30,delete-archive-middle-nodes,2,0.034
52,kary-15-30,kary-15,1,30,create-archive,1,3.974
53,kary-15-30,kary-15,1,30,distribute-all-nodes,1,3.603
54,kary-15-30,kary-15,1,30,clean-all-nodes,1,0.316
55,kary-15-30,kary-15,1,30,delete-archive-all-nodes,1,0.027
56,kary-15-30,kary-15,1,30,create-leaf-nodes,1,4.047
57,kary-15-30,kary-15,1,30,distribute-leaf-nodes,1,2.691
58,kary-15-30,kary-15,1,30,clean-leaf-nodes,1,0.32
59,kary-15-30,kary-15,1,30,delete-archive-leaf-nodes,1,0.027
60,kary-15-30,kary-15,1,30,create-middle-nodes,1,3.893
61,kary-15-30,kary-15,1,30,distribute-middle-nodes-0,1,2.776
62,kary-15-30,kary-15,1,30,distribute-middle-nodes-1,1,2.67
63,kary-15-30,kary-15,1,30,clean-middle-nodes,1,0.329
64,kary-15-30,kary-15,1,30,delete-archive-middle-nodes,1,0.027
65,kary-15-30,kary-15,1,30,create-archive,2,7.934
66,kary-15-30,kary-15,1,30,distribute-all-nodes,2,5.402
67,kary-15-30,kary-15,1,30,clean-all-nodes,2,11.608
68,kary-15-30,kary-15,1,30,delete-archive-all-nodes,2,0.033
69,kary-15-30,kary-15,1,30,create-leaf-nodes,2,8.075
70,kary-15-30,kary-15,1,30,distribute-leaf-nodes,2,5.373
71,kary-15-30,kary-15,1,30,clean-leaf-nodes,2,0.679
72,kary-15-30,kary-15,1,30,delete-archive-leaf-nodes,2,0.033
