,uid,topology,topology-uid,iteration,nodes,rank,service,message_size_bytes,message_size_mb,time_ms,time_seconds,hops
226,flux-ping-broker-size-200-rank-16,kary-8,kary-8-30,0,30,16,broker,209715200,200,12827.98,12.82798,5
227,flux-ping-kvs-size-200-rank-16,kary-8,kary-8-30,0,30,16,kvs,209715200,200,12822.02,12.82202,6
228,flux-ping-broker-size-200-rank-18,kary-8,kary-8-30,0,30,18,broker,209715200,200,12834.616,12.834616,5
229,flux-ping-kvs-size-200-rank-18,kary-8,kary-8-30,0,30,18,kvs,209715200,200,12799.588,12.799588,6
230,flux-ping-broker-size-200-rank-20,kary-8,kary-8-30,0,30,20,broker,209715200,200,12948.793,12.948793,5
231,flux-ping-kvs-size-200-rank-20,kary-8,kary-8-30,0,30,20,kvs,209715200,200,12974.045,12.974045,6
232,flux-ping-broker-size-200-rank-22,kary-8,kary-8-30,0,30,22,broker,209715200,200,12870.747,12.870747,5
233,flux-ping-kvs-size-200-rank-22,kary-8,kary-8-30,0,30,22,kvs,209715200,200,12834.72,12.834719999999999,6
234,flux-ping-broker-size-200-rank-24,kary-8,kary-8-30,0,30,24,broker,209715200,200,12856.561,12.856561,5
235,flux-ping-kvs-size-200-rank-24,kary-8,kary-8-30,0,30,24,kvs,209715200,200,12826.89,12.826889999999999,6
236,flux-ping-broker-size-200-rank-26,kary-8,kary-8-30,0,30,26,broker,209715200,200,12786.482,12.786482,5
237,flux-ping-kvs-size-200-rank-26,kary-8,kary-8-30,0,30,26,kvs,209715200,200,12788.48,12.78848,6
238,flux-ping-broker-size-200-rank-28,kary-8,kary-8-30,0,30,28,broker,209715200,200,12818.989,12.818989,5
239,flux-ping-kvs-size-200-rank-28,kary-8,kary-8-30,0,30,28,kvs,209715200,200,12813.227,12.813227000000001,6
240,flux-ping-broker-size-200-rank-0,kary-3,kary-3-30,0,30,0,broker,209715200,200,8663.603,8.663602999999998,3
241,flux-ping-kvs-size-200-rank-0,kary-3,kary-3-30,0,30,0,kvs,209715200,200,8691.782,8.691782,4
242,flux-ping-broker-size-200-rank-2,kary-3,kary-3-30,0,30,2,broker,209715200,200,10674.834,10.674834,4
243,flux-ping-kvs-size-200-rank-2,kary-3,kary-3-30,0,30,2,kvs,209715200,200,10647.423,10.647423,5
244,flux-ping-broker-size-200-rank-4,kary-3,kary-3-30,0,30,4,broker,209715200,200,12750.418,12.750418,5
245,flux-ping-kvs-size-200-rank-4,kary-3,kary-3-30,0,30,4,kvs,209715200,200,12725.376,12.725376,6
246,flux-ping-broker-size-200-rank-6,kary-3,kary-3-30,0,30,6,broker,209715200,200,12660.825,12.660825,5
247,flux-ping-kvs-size-200-rank-6,kary-3,kary-3-30,0,30,6,kvs,209715200,200,12678.002,12.678002000000001,6
248,flux-ping-broker-size-200-rank-8,kary-3,kary-3-30,0,30,8,broker,209715200,200,12674.955,12.674955,5
249,flux-ping-kvs-size-200-rank-8,kary-3,kary-3-30,0,30,8,kvs,209715200,200,12721.505,12.721504999999999,6
250,flux-ping-broker-size-200-rank-10,kary-3,kary-3-30,0,30,10,broker,209715200,200,12663.798,12.663798,5
251,flux-ping-kvs-size-200-rank-10,kary-3,kary-3-30,0,30,10,kvs,209715200,200,12663.445,12.663445,6
252,flux-ping-broker-size-200-rank-12,kary-3,kary-3-30,0,30,12,broker,209715200,200,12869.417,12.869417,5
253,flux-ping-kvs-size-200-rank-12,kary-3,kary-3-30,0,30,12,kvs,209715200,200,12823.584,12.823584,6
254,flux-ping-broker-size-200-rank-14,kary-3,kary-3-30,0,30,14,broker,209715200,200,14689.838,14.689838,6
255,flux-ping-kvs-size-200-rank-14,kary-3,kary-3-30,0,30,14,kvs,209715200,200,14692.073,14.692073,7
256,flux-ping-broker-size-200-rank-16,kary-3,kary-3-30,0,30,16,broker,209715200,200,14753.436,14.753435999999999,6
257,flux-ping-kvs-size-200-rank-16,kary-3,kary-3-30,0,30,16,kvs,209715200,200,14731.342,14.731342,7
258,flux-ping-broker-size-200-rank-18,kary-3,kary-3-30,0,30,18,broker,209715200,200,14688.124,14.688124,6
259,flux-ping-kvs-size-200-rank-18,kary-3,kary-3-30,0,30,18,kvs,209715200,200,14668.484,14.668484000000001,7
260,flux-ping-broker-size-200-rank-20,kary-3,kary-3-30,0,30,20,broker,209715200,200,14636.92,14.63692,6
261,flux-ping-kvs-size-200-rank-20,kary-3,kary-3-30,0,30,20,kvs,209715200,200,14666.277,14.666277000000001,7
262,flux-ping-broker-size-200-rank-22,kary-3,kary-3-30,0,30,22,broker,209715200,200,14871.802,14.871801999999999,6
263,flux-ping-kvs-size-200-rank-22,kary-3,kary-3-30,0,30,22,kvs,209715200,200,14805.528,14.805528,7
264,flux-ping-broker-size-200-rank-24,kary-3,kary-3-30,0,30,24,broker,209715200,200,14618.811,14.618810999999999,6
265,flux-ping-kvs-size-200-rank-24,kary-3,kary-3-30,0,30,24,kvs,209715200,200,14649.333,14.649333,7
266,flux-ping-broker-size-200-rank-26,kary-3,kary-3-30,0,30,26,broker,209715200,200,14768.235,14.768235,6
267,flux-ping-kvs-size-200-rank-26,kary-3,kary-3-30,0,30,26,kvs,209715200,200,14740.991,14.740991,7
268,flux-ping-broker-size-200-rank-28,kary-3,kary-3-30,0,30,28,broker,209715200,200,14662.895,14.662895,6
269,flux-ping-kvs-size-200-rank-28,kary-3,kary-3-30,0,30,28,kvs,209715200,200,14661.189,14.661189,7
