,uid,topology,iteration,nodes,event,size_gb,time_seconds
138,kary-10-30,kary-10,0,30,delete-archive-all-nodes,5,0.032
139,kary-10-30,kary-10,0,30,clean-all-nodes,5,1.076
140,kary-10-30,kary-10,0,30,create-archive,6,59.905
141,kary-10-30,kary-10,0,30,distribute-all-nodes,6,11.989
142,kary-10-30,kary-10,0,30,delete-archive-all-nodes,6,0.035
143,kary-10-30,kary-10,0,30,clean-all-nodes,6,1.367
144,kary-10-30,kary-10,0,30,create-archive,7,69.983
145,kary-10-30,kary-10,0,30,distribute-all-nodes,7,17.431
146,kary-10-30,kary-10,0,30,delete-archive-all-nodes,7,0.037
147,kary-10-30,kary-10,0,30,clean-all-nodes,7,1.592
148,kary-10-30,kary-10,0,30,create-archive,8,80.056
149,kary-10-30,kary-10,0,30,distribute-all-nodes,8,23.402
150,kary-10-30,kary-10,0,30,delete-archive-all-nodes,8,0.039
151,kary-10-30,kary-10,0,30,clean-all-nodes,8,1.718
152,kary-10-30,kary-10,0,30,create-archive,9,89.993
153,kary-10-30,kary-10,0,30,distribute-all-nodes,9,30.054
154,kary-10-30,kary-10,0,30,delete-archive-all-nodes,9,0.041
155,kary-10-30,kary-10,0,30,clean-all-nodes,9,1.878
156,kary-10-30,kary-10,0,30,create-archive,10,63.322
157,kary-10-30,kary-10,0,30,distribute-all-nodes,10,37.465
158,kary-10-30,kary-10,0,30,delete-archive-all-nodes,10,0.044
159,kary-10-30,kary-10,0,30,clean-all-nodes,10,2.022
160,kary-5-30,kary-5,0,30,create-archive,1,9.14
161,kary-5-30,kary-5,0,30,distribute-all-nodes,1,1.998
162,kary-5-30,kary-5,0,30,delete-archive-all-nodes,1,0.02
163,kary-5-30,kary-5,0,30,clean-all-nodes,1,0.183
164,kary-5-30,kary-5,0,30,create-archive,2,19.415
165,kary-5-30,kary-5,0,30,distribute-all-nodes,2,4.15
166,kary-5-30,kary-5,0,30,delete-archive-all-nodes,2,0.023
167,kary-5-30,kary-5,0,30,clean-all-nodes,2,0.726
168,kary-5-30,kary-5,0,30,create-archive,3,29.254
169,kary-5-30,kary-5,0,30,distribute-all-nodes,3,5.745
170,kary-5-30,kary-5,0,30,delete-archive-all-nodes,3,0.028
171,kary-5-30,kary-5,0,30,clean-all-nodes,3,0.777
172,kary-5-30,kary-5,0,30,create-archive,4,39.545
173,kary-5-30,kary-5,0,30,distribute-all-nodes,4,7.727
174,kary-5-30,kary-5,0,30,delete-archive-all-nodes,4,0.029
175,kary-5-30,kary-5,0,30,clean-all-nodes,4,0.661
176,kary-5-30,kary-5,0,30,create-archive,5,49.465
177,kary-5-30,kary-5,0,30,distribute-all-nodes,5,9.893
178,kary-5-30,kary-5,0,30,delete-archive-all-nodes,5,0.031
179,kary-5-30,kary-5,0,30,clean-all-nodes,5,1.053
180,kary-5-30,kary-5,0,30,create-archive,6,59.574
181,kary-5-30,kary-5,0,30,distribute-all-nodes,6,12.04
182,kary-5-30,kary-5,0,30,delete-archive-all-nodes,6,0.035
183,kary-5-30,kary-5,0,30,clean-all-nodes,6,1.428
184,kary-5-30,kary-5,0,30,create-archive,7,69.631
185,kary-5-30,kary-5,0,30,distribute-all-nodes,7,17.413
186,kary-5-30,kary-5,0,30,delete-archive-all-nodes,7,0.037
187,kary-5-30,kary-5,0,30,clean-all-nodes,7,1.496
188,kary-5-30,kary-5,0,30,create-archive,8,80.23400000000001
189,kary-5-30,kary-5,0,30,distribute-all-nodes,8,23.643
190,kary-5-30,kary-5,0,30,delete-archive-all-nodes,8,0.038
191,kary-5-30,kary-5,0,30,clean-all-nodes,8,1.656
192,kary-5-30,kary-5,0,30,create-archive,9,90.173
193,kary-5-30,kary-5,0,30,distribute-all-nodes,9,29.951
194,kary-5-30,kary-5,0,30,delete-archive-all-nodes,9,0.04
195,kary-5-30,kary-5,0,30,clean-all-nodes,9,1.806
196,kary-5-30,kary-5,0,30,create-archive,10,63.581
197,kary-5-30,kary-5,0,30,distribute-all-nodes,10,37.5
198,kary-5-30,kary-5,0,30,delete-archive-all-nodes,10,0.171
199,kary-5-30,kary-5,0,30,clean-all-nodes,10,1.983
200,kary-6-30,kary-6,0,30,create-archive,1,9.011
201,kary-6-30,kary-6,0,30,distribute-all-nodes,1,2.018
202,kary-6-30,kary-6,0,30,delete-archive-all-nodes,1,0.021
203,kary-6-30,kary-6,0,30,clean-all-nodes,1,0.181
204,kary-6-30,kary-6,0,30,create-archive,2,19.318
205,kary-6-30,kary-6,0,30,distribute-all-nodes,2,3.974
206,kary-6-30,kary-6,0,30,delete-archive-all-nodes,2,0.022
207,kary-6-30,kary-6,0,30,clean-all-nodes,2,0.498
208,kary-6-30,kary-6,0,30,create-archive,3,29.325
209,kary-6-30,kary-6,0,30,distribute-all-nodes,3,5.882
210,kary-6-30,kary-6,0,30,delete-archive-all-nodes,3,0.027
211,kary-6-30,kary-6,0,30,clean-all-nodes,3,0.968
212,kary-6-30,kary-6,0,30,create-archive,4,39.223
213,kary-6-30,kary-6,0,30,distribute-all-nodes,4,7.676
214,kary-6-30,kary-6,0,30,delete-archive-all-nodes,4,0.03
215,kary-6-30,kary-6,0,30,clean-all-nodes,4,0.66
216,kary-6-30,kary-6,0,30,create-archive,5,49.595
217,kary-6-30,kary-6,0,30,distribute-all-nodes,5,9.564
218,kary-6-30,kary-6,0,30,delete-archive-all-nodes,5,0.032
219,kary-6-30,kary-6,0,30,clean-all-nodes,5,1.276
220,kary-6-30,kary-6,0,30,create-archive,6,59.886
221,kary-6-30,kary-6,0,30,distribute-all-nodes,6,11.992
222,kary-6-30,kary-6,0,30,delete-archive-all-nodes,6,0.034
223,kary-6-30,kary-6,0,30,clean-all-nodes,6,1.293
224,kary-6-30,kary-6,0,30,create-archive,7,69.847
225,kary-6-30,kary-6,0,30,distribute-all-nodes,7,17.508
226,kary-6-30,kary-6,0,30,delete-archive-all-nodes,7,0.036
227,kary-6-30,kary-6,0,30,clean-all-nodes,7,1.604
228,kary-6-30,kary-6,0,30,create-archive,8,79.744
229,kary-6-30,kary-6,0,30,distribute-all-nodes,8,23.667
230,kary-6-30,kary-6,0,30,delete-archive-all-nodes,8,0.038
231,kary-6-30,kary-6,0,30,clean-all-nodes,8,1.741
232,kary-6-30,kary-6,0,30,create-archive,9,72.311
233,kary-6-30,kary-6,0,30,distribute-all-nodes,9,30.007
234,kary-6-30,kary-6,0,30,delete-archive-all-nodes,9,0.04
235,kary-6-30,kary-6,0,30,clean-all-nodes,9,1.738
236,kary-6-30,kary-6,0,30,create-archive,10,69.064
237,kary-6-30,kary-6,0,30,distribute-all-nodes,10,37.845
238,kary-6-30,kary-6,0,30,delete-archive-all-nodes,10,0.045
239,kary-6-30,kary-6,0,30,clean-all-nodes,10,1.951
240,kary-9-30,kary-9,0,30,create-archive,1,9.222
241,kary-9-30,kary-9,0,30,distribute-all-nodes,1,2.271
242,kary-9-30,kary-9,0,30,delete-archive-all-nodes,1,0.02
243,kary-9-30,kary-9,0,30,clean-all-nodes,1,0.185
244,kary-9-30,kary-9,0,30,create-archive,2,19.101
245,kary-9-30,kary-9,0,30,distribute-all-nodes,2,4.324
246,kary-9-30,kary-9,0,30,delete-archive-all-nodes,2,0.021
247,kary-9-30,kary-9,0,30,clean-all-nodes,2,0.85
248,kary-9-30,kary-9,0,30,create-archive,3,29.308
249,kary-9-30,kary-9,0,30,distribute-all-nodes,3,6.12
250,kary-9-30,kary-9,0,30,delete-archive-all-nodes,3,0.027
251,kary-9-30,kary-9,0,30,clean-all-nodes,3,0.947
252,kary-9-30,kary-9,0,30,create-archive,4,39.771
253,kary-9-30,kary-9,0,30,distribute-all-nodes,4,7.889
254,kary-9-30,kary-9,0,30,delete-archive-all-nodes,4,0.03
255,kary-9-30,kary-9,0,30,clean-all-nodes,4,0.663
256,kary-9-30,kary-9,0,30,create-archive,5,49.721
257,kary-9-30,kary-9,0,30,distribute-all-nodes,5,9.867
258,kary-9-30,kary-9,0,30,delete-archive-all-nodes,5,0.032
259,kary-9-30,kary-9,0,30,clean-all-nodes,5,1.191
260,kary-9-30,kary-9,0,30,create-archive,6,59.698
261,kary-9-30,kary-9,0,30,distribute-all-nodes,6,12.03
262,kary-9-30,kary-9,0,30,delete-archive-all-nodes,6,0.035
263,kary-9-30,kary-9,0,30,clean-all-nodes,6,1.387
264,kary-9-30,kary-9,0,30,create-archive,7,69.797
265,kary-9-30,kary-9,0,30,distribute-all-nodes,7,17.391
266,kary-9-30,kary-9,0,30,delete-archive-all-nodes,7,0.037
267,kary-9-30,kary-9,0,30,clean-all-nodes,7,1.578
268,kary-9-30,kary-9,0,30,create-archive,8,79.815
269,kary-9-30,kary-9,0,30,distribute-all-nodes,8,23.703
270,kary-9-30,kary-9,0,30,delete-archive-all-nodes,8,0.038
271,kary-9-30,kary-9,0,30,clean-all-nodes,8,1.768
272,kary-9-30,kary-9,0,30,create-archive,9,89.631
273,kary-9-30,kary-9,0,30,distribute-all-nodes,9,30.044
274,kary-9-30,kary-9,0,30,delete-archive-all-nodes,9,0.04
275,kary-9-30,kary-9,0,30,clean-all-nodes,9,1.884
276,kary-9-30,kary-9,0,30,create-archive,10,63.31
277,kary-9-30,kary-9,0,30,distribute-all-nodes,10,37.438
278,kary-9-30,kary-9,0,30,delete-archive-all-nodes,10,0.078
279,kary-9-30,kary-9,0,30,clean-all-nodes,10,1.901
280,kary-7-30,kary-7,0,30,create-archive,1,9.152
281,kary-7-30,kary-7,0,30,distribute-all-nodes,1,2.353
282,kary-7-30,kary-7,0,30,delete-archive-all-nodes,1,0.021
283,kary-7-30,kary-7,0,30,clean-all-nodes,1,0.184
284,kary-7-30,kary-7,0,30,create-archive,2,19.452
285,kary-7-30,kary-7,0,30,distribute-all-nodes,2,4.192
286,kary-7-30,kary-7,0,30,delete-archive-all-nodes,2,0.024
287,kary-7-30,kary-7,0,30,clean-all-nodes,2,0.818
288,kary-7-30,kary-7,0,30,create-archive,3,29.33
289,kary-7-30,kary-7,0,30,distribute-all-nodes,3,6.234
290,kary-7-30,kary-7,0,30,delete-archive-all-nodes,3,0.027
291,kary-7-30,kary-7,0,30,clean-all-nodes,3,0.971
292,kary-7-30,kary-7,0,30,create-archive,4,39.57
293,kary-7-30,kary-7,0,30,distribute-all-nodes,4,7.783
294,kary-7-30,kary-7,0,30,delete-archive-all-nodes,4,0.03
295,kary-7-30,kary-7,0,30,clean-all-nodes,4,0.665
296,kary-7-30,kary-7,0,30,create-archive,5,49.825
297,kary-7-30,kary-7,0,30,distribute-all-nodes,5,9.886
298,kary-7-30,kary-7,0,30,delete-archive-all-nodes,5,0.032
299,kary-7-30,kary-7,0,30,clean-all-nodes,5,1.156
300,kary-7-30,kary-7,0,30,create-archive,6,60.062
301,kary-7-30,kary-7,0,30,distribute-all-nodes,6,12.092
302,kary-7-30,kary-7,0,30,delete-archive-all-nodes,6,0.035
303,kary-7-30,kary-7,0,30,clean-all-nodes,6,1.369
304,kary-7-30,kary-7,0,30,create-archive,7,69.854
305,kary-7-30,kary-7,0,30,distribute-all-nodes,7,17.291
306,kary-7-30,kary-7,0,30,delete-archive-all-nodes,7,0.036
307,kary-7-30,kary-7,0,30,clean-all-nodes,7,1.62
308,kary-7-30,kary-7,0,30,create-archive,8,79.83
309,kary-7-30,kary-7,0,30,distribute-all-nodes,8,23.569
310,kary-7-30,kary-7,0,30,delete-archive-all-nodes,8,0.038
311,kary-7-30,kary-7,0,30,clean-all-nodes,8,1.68
312,kary-7-30,kary-7,0,30,create-archive,9,89.581
313,kary-7-30,kary-7,0,30,distribute-all-nodes,9,29.827
314,kary-7-30,kary-7,0,30,delete-archive-all-nodes,9,0.04
315,kary-7-30,kary-7,0,30,clean-all-nodes,9,1.857
316,kary-7-30,kary-7,0,30,create-archive,10,63.731
317,kary-7-30,kary-7,0,30,distribute-all-nodes,10,37.796
318,kary-7-30,kary-7,0,30,delete-archive-all-nodes,10,0.153
319,kary-7-30,kary-7,0,30,clean-all-nodes,10,1.815
320,binomial-30,binomial,0,30,create-archive,1,13.096
321,binomial-30,binomial,0,30,distribute-all-nodes,1,4.749
322,binomial-30,binomial,0,30,delete-archive-all-nodes,1,0.239
323,binomial-30,binomial,0,30,clean-all-nodes,1,0.658
324,binomial-30,binomial,0,30,create-archive,2,24.508
325,binomial-30,binomial,0,30,distribute-all-nodes,2,4.013
326,binomial-30,binomial,0,30,delete-archive-all-nodes,2,0.297
327,binomial-30,binomial,0,30,clean-all-nodes,2,0.747
328,binomial-30,binomial,0,30,create-archive,3,30.586
329,binomial-30,binomial,0,30,distribute-all-nodes,3,5.937
330,binomial-30,binomial,0,30,delete-archive-all-nodes,3,0.267
331,binomial-30,binomial,0,30,clean-all-nodes,3,0.63
332,binomial-30,binomial,0,30,create-archive,4,44.809
333,binomial-30,binomial,0,30,distribute-all-nodes,4,7.9
334,binomial-30,binomial,0,30,delete-archive-all-nodes,4,0.229
335,binomial-30,binomial,0,30,clean-all-nodes,4,1.126
336,binomial-30,binomial,0,30,create-archive,5,49.695
337,binomial-30,binomial,0,30,distribute-all-nodes,5,10.419
338,binomial-30,binomial,0,30,delete-archive-all-nodes,5,0.323
339,binomial-30,binomial,0,30,clean-all-nodes,5,1.165
340,binomial-30,binomial,0,30,create-archive,6,59.795
341,binomial-30,binomial,0,30,distribute-all-nodes,6,12.829
342,binomial-30,binomial,0,30,delete-archive-all-nodes,6,0.293
343,binomial-30,binomial,0,30,clean-all-nodes,6,1.416
344,binomial-30,binomial,0,30,create-archive,7,70.034
345,binomial-30,binomial,0,30,distribute-all-nodes,7,18.594
346,binomial-30,binomial,0,30,delete-archive-all-nodes,7,0.249
347,binomial-30,binomial,0,30,clean-all-nodes,7,1.439
348,binomial-30,binomial,0,30,create-archive,8,79.877
349,binomial-30,binomial,0,30,distribute-all-nodes,8,23.838
350,binomial-30,binomial,0,30,delete-archive-all-nodes,8,0.25
351,binomial-30,binomial,0,30,clean-all-nodes,8,1.372
352,binomial-30,binomial,0,30,create-archive,9,90.276
353,binomial-30,binomial,0,30,distribute-all-nodes,9,30.298
354,binomial-30,binomial,0,30,delete-archive-all-nodes,9,0.287
355,binomial-30,binomial,0,30,clean-all-nodes,9,1.845
356,binomial-30,binomial,0,30,create-archive,10,59.521
357,binomial-30,binomial,0,30,distribute-all-nodes,10,37.72
358,binomial-30,binomial,0,30,delete-archive-all-nodes,10,0.256
359,binomial-30,binomial,0,30,clean-all-nodes,10,1.877
360,kary-4-30,kary-4,0,30,create-archive,1,9.171
361,kary-4-30,kary-4,0,30,distribute-all-nodes,1,2.006
362,kary-4-30,kary-4,0,30,delete-archive-all-nodes,1,0.022
363,kary-4-30,kary-4,0,30,clean-all-nodes,1,0.184
364,kary-4-30,kary-4,0,30,create-archive,2,19.152
365,kary-4-30,kary-4,0,30,distribute-all-nodes,2,3.965
366,kary-4-30,kary-4,0,30,delete-archive-all-nodes,2,0.022
367,kary-4-30,kary-4,0,30,clean-all-nodes,2,0.523
368,kary-4-30,kary-4,0,30,create-archive,3,29.181
369,kary-4-30,kary-4,0,30,distribute-all-nodes,3,5.886
370,kary-4-30,kary-4,0,30,delete-archive-all-nodes,3,0.027
371,kary-4-30,kary-4,0,30,clean-all-nodes,3,0.955
372,kary-4-30,kary-4,0,30,create-archive,4,39.699
373,kary-4-30,kary-4,0,30,distribute-all-nodes,4,7.675
374,kary-4-30,kary-4,0,30,delete-archive-all-nodes,4,0.031
375,kary-4-30,kary-4,0,30,clean-all-nodes,4,0.662
376,kary-4-30,kary-4,0,30,create-archive,5,49.455
377,kary-4-30,kary-4,0,30,distribute-all-nodes,5,9.801
378,kary-4-30,kary-4,0,30,delete-archive-all-nodes,5,0.035
379,kary-4-30,kary-4,0,30,clean-all-nodes,5,1.287
380,kary-4-30,kary-4,0,30,create-archive,6,59.884
381,kary-4-30,kary-4,0,30,distribute-all-nodes,6,12.052
382,kary-4-30,kary-4,0,30,delete-archive-all-nodes,6,0.037
383,kary-4-30,kary-4,0,30,clean-all-nodes,6,1.471
384,kary-4-30,kary-4,0,30,create-archive,7,70.364
385,kary-4-30,kary-4,0,30,distribute-all-nodes,7,17.316
386,kary-4-30,kary-4,0,30,delete-archive-all-nodes,7,0.039
387,kary-4-30,kary-4,0,30,clean-all-nodes,7,1.35
388,kary-4-30,kary-4,0,30,create-archive,8,80.061
389,kary-4-30,kary-4,0,30,distribute-all-nodes,8,23.596
390,kary-4-30,kary-4,0,30,delete-archive-all-nodes,8,0.041
391,kary-4-30,kary-4,0,30,clean-all-nodes,8,1.737
392,kary-4-30,kary-4,0,30,create-archive,9,74.0
393,kary-4-30,kary-4,0,30,distribute-all-nodes,9,30.181
394,kary-4-30,kary-4,0,30,delete-archive-all-nodes,9,0.044
395,kary-4-30,kary-4,0,30,clean-all-nodes,9,1.667
396,kary-4-30,kary-4,0,30,create-archive,10,68.882
397,kary-4-30,kary-4,0,30,distribute-all-nodes,10,37.499
398,kary-4-30,kary-4,0,30,delete-archive-all-nodes,10,0.188
399,kary-4-30,kary-4,0,30,clean-all-nodes,10,2.021
400,kary-2-30,kary-2,0,30,create-archive,1,9.197
401,kary-2-30,kary-2,0,30,distribute-all-nodes,1,1.987
402,kary-2-30,kary-2,0,30,delete-archive-all-nodes,1,0.025
403,kary-2-30,kary-2,0,30,clean-all-nodes,1,0.188
404,kary-2-30,kary-2,0,30,create-archive,2,19.215
405,kary-2-30,kary-2,0,30,distribute-all-nodes,2,4.029
406,kary-2-30,kary-2,0,30,delete-archive-all-nodes,2,0.025
407,kary-2-30,kary-2,0,30,clean-all-nodes,2,0.688
408,kary-2-30,kary-2,0,30,create-archive,3,29.105
409,kary-2-30,kary-2,0,30,distribute-all-nodes,3,5.816
410,kary-2-30,kary-2,0,30,delete-archive-all-nodes,3,0.026
411,kary-2-30,kary-2,0,30,clean-all-nodes,3,1.0
412,kary-2-30,kary-2,0,30,create-archive,4,39.494
413,kary-2-30,kary-2,0,30,distribute-all-nodes,4,7.784
414,kary-2-30,kary-2,0,30,delete-archive-all-nodes,4,0.027
415,kary-2-30,kary-2,0,30,clean-all-nodes,4,0.672
416,kary-2-30,kary-2,0,30,create-archive,5,49.754
417,kary-2-30,kary-2,0,30,distribute-all-nodes,5,9.706
418,kary-2-30,kary-2,0,30,delete-archive-all-nodes,5,0.033
419,kary-2-30,kary-2,0,30,clean-all-nodes,5,1.356
420,kary-2-30,kary-2,0,30,create-archive,6,59.549
421,kary-2-30,kary-2,0,30,distribute-all-nodes,6,12.164
422,kary-2-30,kary-2,0,30,delete-archive-all-nodes,6,0.04
423,kary-2-30,kary-2,0,30,clean-all-nodes,6,1.448
