,uid,topology,topology-uid,iteration,nodes,rank,service,message_size_bytes,message_size_mb,time_ms,time_seconds,hops
231,flux-ping-broker-size-200-rank-2,kary-3,kary-3-6,0,6,2,broker,209715200,200,10697.286,10.697286,4
232,flux-ping-kvs-size-200-rank-2,kary-3,kary-3-6,0,6,2,kvs,209715200,200,10690.476,10.690476,5
233,flux-ping-broker-size-200-rank-3,kary-3,kary-3-6,0,6,3,broker,209715200,200,10693.565,10.693565000000001,4
234,flux-ping-kvs-size-200-rank-3,kary-3,kary-3-6,0,6,3,kvs,209715200,200,10689.038,10.689038,5
235,flux-ping-broker-size-200-rank-4,kary-3,kary-3-6,0,6,4,broker,209715200,200,12705.797,12.705797,5
236,flux-ping-kvs-size-200-rank-4,kary-3,kary-3-6,0,6,4,kvs,209715200,200,12679.739,12.679739,6
237,flux-ping-broker-size-200-rank-5,kary-3,kary-3-6,0,6,5,broker,209715200,200,12740.587,12.740587,5
238,flux-ping-kvs-size-200-rank-5,kary-3,kary-3-6,0,6,5,kvs,209715200,200,12696.372,12.696372,6
239,flux-ping-broker-size-400-rank-0,kary-3,kary-3-6,0,6,0,broker,419430400,400,17344.453,17.344453,3
240,flux-ping-kvs-size-400-rank-0,kary-3,kary-3-6,0,6,0,kvs,419430400,400,17258.544,17.258544,4
241,flux-ping-broker-size-400-rank-1,kary-3,kary-3-6,0,6,1,broker,419430400,400,21534.766,21.534766,4
242,flux-ping-kvs-size-400-rank-1,kary-3,kary-3-6,0,6,1,kvs,419430400,400,21544.142,21.544142,5
243,flux-ping-broker-size-400-rank-2,kary-3,kary-3-6,0,6,2,broker,419430400,400,21361.56,21.36156,4
244,flux-ping-kvs-size-400-rank-2,kary-3,kary-3-6,0,6,2,kvs,419430400,400,21322.257,21.322257,5
245,flux-ping-broker-size-400-rank-3,kary-3,kary-3-6,0,6,3,broker,419430400,400,21335.623,21.335623,4
246,flux-ping-kvs-size-400-rank-3,kary-3,kary-3-6,0,6,3,kvs,419430400,400,21427.994,21.427993999999998,5
247,flux-ping-broker-size-400-rank-4,kary-3,kary-3-6,0,6,4,broker,419430400,400,25387.749,25.387749,5
248,flux-ping-kvs-size-400-rank-4,kary-3,kary-3-6,0,6,4,kvs,419430400,400,25329.132,25.329132,6
249,flux-ping-broker-size-400-rank-5,kary-3,kary-3-6,0,6,5,broker,419430400,400,25324.292,25.324292,5
250,flux-ping-kvs-size-400-rank-5,kary-3,kary-3-6,0,6,5,kvs,419430400,400,25320.857,25.320857,6
251,flux-ping-broker-size-600-rank-0,kary-3,kary-3-6,0,6,0,broker,629145600,600,26332.878,26.332878,3
252,flux-ping-kvs-size-600-rank-0,kary-3,kary-3-6,0,6,0,kvs,629145600,600,26322.962,26.322962,4
253,flux-ping-broker-size-600-rank-1,kary-3,kary-3-6,0,6,1,broker,629145600,600,32238.884,32.238884,4
254,flux-ping-kvs-size-600-rank-1,kary-3,kary-3-6,0,6,1,kvs,629145600,600,32238.863,32.238863,5
255,flux-ping-broker-size-600-rank-2,kary-3,kary-3-6,0,6,2,broker,629145600,600,32467.1,32.4671,4
256,flux-ping-kvs-size-600-rank-2,kary-3,kary-3-6,0,6,2,kvs,629145600,600,32216.857,32.216857,5
257,flux-ping-broker-size-600-rank-3,kary-3,kary-3-6,0,6,3,broker,629145600,600,32298.183,32.298183,4
258,flux-ping-kvs-size-600-rank-3,kary-3,kary-3-6,0,6,3,kvs,629145600,600,32232.35,32.23235,5
259,flux-ping-broker-size-600-rank-4,kary-3,kary-3-6,0,6,4,broker,629145600,600,38278.95,38.278949999999995,5
260,flux-ping-kvs-size-600-rank-4,kary-3,kary-3-6,0,6,4,kvs,629145600,600,38235.438,38.235438,6
261,flux-ping-broker-size-600-rank-5,kary-3,kary-3-6,0,6,5,broker,629145600,600,38282.079,38.282078999999996,5
262,flux-ping-kvs-size-600-rank-5,kary-3,kary-3-6,0,6,5,kvs,629145600,600,38212.637,38.212637,6
263,flux-ping-broker-size-800-rank-0,kary-3,kary-3-6,0,6,0,broker,838860800,800,34717.84,34.717839999999995,3
264,flux-ping-kvs-size-800-rank-0,kary-3,kary-3-6,0,6,0,kvs,838860800,800,34553.901,34.553900999999996,4
265,flux-ping-broker-size-800-rank-1,kary-3,kary-3-6,0,6,1,broker,838860800,800,42871.753,42.871753,4
266,flux-ping-kvs-size-800-rank-1,kary-3,kary-3-6,0,6,1,kvs,838860800,800,42652.471,42.652471,5
267,flux-ping-broker-size-800-rank-2,kary-3,kary-3-6,0,6,2,broker,838860800,800,42700.547,42.700547,4
268,flux-ping-kvs-size-800-rank-2,kary-3,kary-3-6,0,6,2,kvs,838860800,800,42843.228,42.843228,5
269,flux-ping-broker-size-800-rank-3,kary-3,kary-3-6,0,6,3,broker,838860800,800,42715.89,42.71589,4
270,flux-ping-kvs-size-800-rank-3,kary-3,kary-3-6,0,6,3,kvs,838860800,800,42935.131,42.935131,5
271,flux-ping-broker-size-800-rank-4,kary-3,kary-3-6,0,6,4,broker,838860800,800,50577.926,50.577926,5
272,flux-ping-kvs-size-800-rank-4,kary-3,kary-3-6,0,6,4,kvs,838860800,800,50682.773,50.682773000000005,6
273,flux-ping-broker-size-800-rank-5,kary-3,kary-3-6,0,6,5,broker,838860800,800,50782.847,50.782847000000004,5
274,flux-ping-kvs-size-800-rank-5,kary-3,kary-3-6,0,6,5,kvs,838860800,800,50854.432,50.854432,6
275,flux-ping-broker-size-1000-rank-0,kary-3,kary-3-6,0,6,0,broker,1048576000,1000,43155.159,43.155159,3
276,flux-ping-kvs-size-1000-rank-0,kary-3,kary-3-6,0,6,0,kvs,1048576000,1000,42854.501,42.854501,4
277,flux-ping-broker-size-1000-rank-1,kary-3,kary-3-6,0,6,1,broker,1048576000,1000,53257.09,53.25709,4
278,flux-ping-kvs-size-1000-rank-1,kary-3,kary-3-6,0,6,1,kvs,1048576000,1000,53066.076,53.066076,5
279,flux-ping-broker-size-1000-rank-2,kary-3,kary-3-6,0,6,2,broker,1048576000,1000,52989.492,52.989492,4
280,flux-ping-kvs-size-1000-rank-2,kary-3,kary-3-6,0,6,2,kvs,1048576000,1000,53065.726,53.065726000000005,5
281,flux-ping-broker-size-1000-rank-3,kary-3,kary-3-6,0,6,3,broker,1048576000,1000,53039.791,53.039790999999994,4
282,flux-ping-kvs-size-1000-rank-3,kary-3,kary-3-6,0,6,3,kvs,1048576000,1000,53108.185,53.108185,5
283,flux-ping-broker-size-1000-rank-4,kary-3,kary-3-6,0,6,4,broker,1048576000,1000,62979.796,62.979796,5
284,flux-ping-kvs-size-1000-rank-4,kary-3,kary-3-6,0,6,4,kvs,1048576000,1000,63102.4,63.1024,6
285,flux-ping-broker-size-1000-rank-5,kary-3,kary-3-6,0,6,5,broker,1048576000,1000,63138.419,63.138419,5
286,flux-ping-kvs-size-1000-rank-5,kary-3,kary-3-6,0,6,5,kvs,1048576000,1000,63096.694,63.09669400000001,6
