,uid,topology,topology-uid,iteration,nodes,rank,service,message_size_bytes,message_size_mb,time_ms,time_seconds,hops
35,flux-ping-kvs-size-400-rank-5,kary-1,kary-1-6,0,6,5,kvs,419430400,400,37743.503,37.743503,9
36,flux-ping-broker-size-600-rank-0,kary-1,kary-1-6,0,6,0,broker,629145600,600,27270.932,27.270932000000002,3
37,flux-ping-kvs-size-600-rank-0,kary-1,kary-1-6,0,6,0,kvs,629145600,600,27354.297,27.354297,4
38,flux-ping-broker-size-600-rank-1,kary-1,kary-1-6,0,6,1,broker,629145600,600,32984.856,32.984856,4
39,flux-ping-kvs-size-600-rank-1,kary-1,kary-1-6,0,6,1,kvs,629145600,600,32965.935,32.965934999999995,5
40,flux-ping-broker-size-600-rank-2,kary-1,kary-1-6,0,6,2,broker,629145600,600,39010.135,39.010135000000005,5
41,flux-ping-kvs-size-600-rank-2,kary-1,kary-1-6,0,6,2,kvs,629145600,600,39091.485,39.091485,6
42,flux-ping-broker-size-600-rank-3,kary-1,kary-1-6,0,6,3,broker,629145600,600,44938.527,44.938527,6
43,flux-ping-kvs-size-600-rank-3,kary-1,kary-1-6,0,6,3,kvs,629145600,600,44833.045,44.833045,7
44,flux-ping-broker-size-600-rank-4,kary-1,kary-1-6,0,6,4,broker,629145600,600,50856.972,50.856972,7
45,flux-ping-kvs-size-600-rank-4,kary-1,kary-1-6,0,6,4,kvs,629145600,600,50800.239,50.800239000000005,8
46,flux-ping-broker-size-600-rank-5,kary-1,kary-1-6,0,6,5,broker,629145600,600,57175.433,57.175433,8
47,flux-ping-kvs-size-600-rank-5,kary-1,kary-1-6,0,6,5,kvs,629145600,600,57230.265,57.230265,9
48,flux-ping-broker-size-800-rank-0,kary-1,kary-1-6,0,6,0,broker,838860800,800,35858.589,35.858589,3
49,flux-ping-kvs-size-800-rank-0,kary-1,kary-1-6,0,6,0,kvs,838860800,800,35855.035,35.855035,4
50,flux-ping-broker-size-800-rank-1,kary-1,kary-1-6,0,6,1,broker,838860800,800,43467.233,43.467233,4
51,flux-ping-kvs-size-800-rank-1,kary-1,kary-1-6,0,6,1,kvs,838860800,800,43591.007,43.591007,5
52,flux-ping-broker-size-800-rank-2,kary-1,kary-1-6,0,6,2,broker,838860800,800,51504.735,51.504735000000004,5
53,flux-ping-kvs-size-800-rank-2,kary-1,kary-1-6,0,6,2,kvs,838860800,800,51461.887,51.461887000000004,6
54,flux-ping-broker-size-800-rank-3,kary-1,kary-1-6,0,6,3,broker,838860800,800,59393.763,59.393763,6
55,flux-ping-kvs-size-800-rank-3,kary-1,kary-1-6,0,6,3,kvs,838860800,800,59489.064,59.489064,7
56,flux-ping-broker-size-800-rank-4,kary-1,kary-1-6,0,6,4,broker,838860800,800,67556.682,67.556682,7
57,flux-ping-kvs-size-800-rank-4,kary-1,kary-1-6,0,6,4,kvs,838860800,800,67413.134,67.413134,8
58,flux-ping-broker-size-800-rank-5,kary-1,kary-1-6,0,6,5,broker,838860800,800,75274.597,75.274597,8
59,flux-ping-kvs-size-800-rank-5,kary-1,kary-1-6,0,6,5,kvs,838860800,800,75050.635,75.050635,9
60,flux-ping-broker-size-1000-rank-0,kary-1,kary-1-6,0,6,0,broker,1048576000,1000,43334.066,43.334066,3
61,flux-ping-kvs-size-1000-rank-0,kary-1,kary-1-6,0,6,0,kvs,1048576000,1000,42938.834,42.938834,4
62,flux-ping-broker-size-1000-rank-1,kary-1,kary-1-6,0,6,1,broker,1048576000,1000,53102.052,53.102052,4
63,flux-ping-kvs-size-1000-rank-1,kary-1,kary-1-6,0,6,1,kvs,1048576000,1000,53156.741,53.156741000000004,5
64,flux-ping-broker-size-1000-rank-2,kary-1,kary-1-6,0,6,2,broker,1048576000,1000,63121.559,63.121559,5
65,flux-ping-kvs-size-1000-rank-2,kary-1,kary-1-6,0,6,2,kvs,1048576000,1000,63496.407,63.496407,6
66,flux-ping-broker-size-1000-rank-3,kary-1,kary-1-6,0,6,3,broker,1048576000,1000,73413.083,73.413083,6
67,flux-ping-kvs-size-1000-rank-3,kary-1,kary-1-6,0,6,3,kvs,1048576000,1000,73877.805,73.877805,7
68,flux-ping-broker-size-1000-rank-4,kary-1,kary-1-6,0,6,4,broker,1048576000,1000,83810.204,83.810204,7
69,flux-ping-kvs-size-1000-rank-4,kary-1,kary-1-6,0,6,4,kvs,1048576000,1000,83764.117,83.764117,8
70,flux-ping-broker-size-1000-rank-5,kary-1,kary-1-6,0,6,5,broker,1048576000,1000,94084.467,94.084467,8
71,flux-ping-kvs-size-1000-rank-5,kary-1,kary-1-6,0,6,5,kvs,1048576000,1000,93913.445,93.91344500000001,9
72,flux-ping-broker-size-0-rank-0,binomial,binomial-6,0,6,0,broker,0,0,0.134,0.000134,3
73,flux-ping-kvs-size-0-rank-0,binomial,binomial-6,0,6,0,kvs,0,0,0.197,0.00019700000000000002,4
74,flux-ping-broker-size-0-rank-1,binomial,binomial-6,0,6,1,broker,0,0,0.493,0.000493,4
75,flux-ping-kvs-size-0-rank-1,binomial,binomial-6,0,6,1,kvs,0,0,0.514,0.000514,5
76,flux-ping-broker-size-0-rank-2,binomial,binomial-6,0,6,2,broker,0,0,0.438,0.000438,4
77,flux-ping-kvs-size-0-rank-2,binomial,binomial-6,0,6,2,kvs,0,0,0.581,0.0005809999999999999,5
78,flux-ping-broker-size-0-rank-3,binomial,binomial-6,0,6,3,broker,0,0,0.751,0.000751,5
79,flux-ping-kvs-size-0-rank-3,binomial,binomial-6,0,6,3,kvs,0,0,0.795,0.000795,6
80,flux-ping-broker-size-0-rank-4,binomial,binomial-6,0,6,4,broker,0,0,0.461,0.00046100000000000004,4
81,flux-ping-kvs-size-0-rank-4,binomial,binomial-6,0,6,4,kvs,0,0,0.503,0.000503,5
82,flux-ping-broker-size-0-rank-5,binomial,binomial-6,0,6,5,broker,0,0,0.899,0.0008990000000000001,5
83,flux-ping-kvs-size-0-rank-5,binomial,binomial-6,0,6,5,kvs,0,0,0.867,0.000867,6
84,flux-ping-broker-size-200-rank-0,binomial,binomial-6,0,6,0,broker,209715200,200,8661.646,8.661646000000001,3
85,flux-ping-kvs-size-200-rank-0,binomial,binomial-6,0,6,0,kvs,209715200,200,8685.296,8.685296000000001,4
86,flux-ping-broker-size-200-rank-1,binomial,binomial-6,0,6,1,broker,209715200,200,10716.776,10.716776,4
87,flux-ping-kvs-size-200-rank-1,binomial,binomial-6,0,6,1,kvs,209715200,200,10656.036,10.656036,5
88,flux-ping-broker-size-200-rank-2,binomial,binomial-6,0,6,2,broker,209715200,200,10642.721,10.642721,4
89,flux-ping-kvs-size-200-rank-2,binomial,binomial-6,0,6,2,kvs,209715200,200,10623.447,10.623447,5
90,flux-ping-broker-size-200-rank-3,binomial,binomial-6,0,6,3,broker,209715200,200,12672.636,12.672636,5
91,flux-ping-kvs-size-200-rank-3,binomial,binomial-6,0,6,3,kvs,209715200,200,12642.916,12.642916,6
92,flux-ping-broker-size-200-rank-4,binomial,binomial-6,0,6,4,broker,209715200,200,10657.719,10.657718999999998,4
93,flux-ping-kvs-size-200-rank-4,binomial,binomial-6,0,6,4,kvs,209715200,200,10636.759,10.636759,5
94,flux-ping-broker-size-200-rank-5,binomial,binomial-6,0,6,5,broker,209715200,200,12676.317,12.676317,5
95,flux-ping-kvs-size-200-rank-5,binomial,binomial-6,0,6,5,kvs,209715200,200,12637.727,12.637727,6
96,flux-ping-broker-size-400-rank-0,binomial,binomial-6,0,6,0,broker,419430400,400,17327.51,17.327509999999997,3
97,flux-ping-kvs-size-400-rank-0,binomial,binomial-6,0,6,0,kvs,419430400,400,17216.269,17.216269,4
98,flux-ping-broker-size-400-rank-1,binomial,binomial-6,0,6,1,broker,419430400,400,21309.944,21.309943999999998,4
99,flux-ping-kvs-size-400-rank-1,binomial,binomial-6,0,6,1,kvs,419430400,400,21272.23,21.27223,5
100,flux-ping-broker-size-400-rank-2,binomial,binomial-6,0,6,2,broker,419430400,400,21297.326,21.297326,4
101,flux-ping-kvs-size-400-rank-2,binomial,binomial-6,0,6,2,kvs,419430400,400,21258.546,21.258546,5
102,flux-ping-broker-size-400-rank-3,binomial,binomial-6,0,6,3,broker,419430400,400,25237.159,25.237159,5
103,flux-ping-kvs-size-400-rank-3,binomial,binomial-6,0,6,3,kvs,419430400,400,25224.544,25.224544,6
104,flux-ping-broker-size-400-rank-4,binomial,binomial-6,0,6,4,broker,419430400,400,21281.439,21.281439,4
105,flux-ping-kvs-size-400-rank-4,binomial,binomial-6,0,6,4,kvs,419430400,400,21255.66,21.25566,5
106,flux-ping-broker-size-400-rank-5,binomial,binomial-6,0,6,5,broker,419430400,400,25292.18,25.292180000000002,5
107,flux-ping-kvs-size-400-rank-5,binomial,binomial-6,0,6,5,kvs,419430400,400,25276.267,25.276267,6
108,flux-ping-broker-size-600-rank-0,binomial,binomial-6,0,6,0,broker,629145600,600,26247.224,26.247224,3
109,flux-ping-kvs-size-600-rank-0,binomial,binomial-6,0,6,0,kvs,629145600,600,26242.794,26.242794,4
110,flux-ping-broker-size-600-rank-1,binomial,binomial-6,0,6,1,broker,629145600,600,32287.956,32.287956,4
111,flux-ping-kvs-size-600-rank-1,binomial,binomial-6,0,6,1,kvs,629145600,600,32256.057,32.256057,5
112,flux-ping-broker-size-600-rank-2,binomial,binomial-6,0,6,2,broker,629145600,600,32289.3,32.2893,4
113,flux-ping-kvs-size-600-rank-2,binomial,binomial-6,0,6,2,kvs,629145600,600,32222.792,32.222792,5
114,flux-ping-broker-size-600-rank-3,binomial,binomial-6,0,6,3,broker,629145600,600,38390.336,38.390336000000005,5
115,flux-ping-kvs-size-600-rank-3,binomial,binomial-6,0,6,3,kvs,629145600,600,38289.345,38.289345000000004,6
116,flux-ping-broker-size-600-rank-4,binomial,binomial-6,0,6,4,broker,629145600,600,32270.337,32.270337,4
117,flux-ping-kvs-size-600-rank-4,binomial,binomial-6,0,6,4,kvs,629145600,600,32264.385,32.264385,5
118,flux-ping-broker-size-600-rank-5,binomial,binomial-6,0,6,5,broker,629145600,600,38249.429,38.249429,5
119,flux-ping-kvs-size-600-rank-5,binomial,binomial-6,0,6,5,kvs,629145600,600,38169.204,38.169204,6
120,flux-ping-broker-size-800-rank-0,binomial,binomial-6,0,6,0,broker,838860800,800,34583.053,34.583053,3
121,flux-ping-kvs-size-800-rank-0,binomial,binomial-6,0,6,0,kvs,838860800,800,34534.098,34.534098,4
122,flux-ping-broker-size-800-rank-1,binomial,binomial-6,0,6,1,broker,838860800,800,42984.794,42.984794,4
123,flux-ping-kvs-size-800-rank-1,binomial,binomial-6,0,6,1,kvs,838860800,800,43007.265,43.007265,5
124,flux-ping-broker-size-800-rank-2,binomial,binomial-6,0,6,2,broker,838860800,800,42565.844,42.565844,4
125,flux-ping-kvs-size-800-rank-2,binomial,binomial-6,0,6,2,kvs,838860800,800,42605.352,42.605351999999996,5
126,flux-ping-broker-size-800-rank-3,binomial,binomial-6,0,6,3,broker,838860800,800,50557.994,50.557994,5
127,flux-ping-kvs-size-800-rank-3,binomial,binomial-6,0,6,3,kvs,838860800,800,50594.124,50.594124,6
128,flux-ping-broker-size-800-rank-4,binomial,binomial-6,0,6,4,broker,838860800,800,42642.377,42.642377,4
129,flux-ping-kvs-size-800-rank-4,binomial,binomial-6,0,6,4,kvs,838860800,800,42653.521,42.653521,5
130,flux-ping-broker-size-800-rank-5,binomial,binomial-6,0,6,5,broker,838860800,800,50588.104,50.588104,5
131,flux-ping-kvs-size-800-rank-5,binomial,binomial-6,0,6,5,kvs,838860800,800,50753.052,50.753052000000004,6
132,flux-ping-broker-size-1000-rank-0,binomial,binomial-6,0,6,0,broker,1048576000,1000,43009.394,43.009394,3
133,flux-ping-kvs-size-1000-rank-0,binomial,binomial-6,0,6,0,kvs,1048576000,1000,42937.604,42.937604,4
134,flux-ping-broker-size-1000-rank-1,binomial,binomial-6,0,6,1,broker,1048576000,1000,53707.772,53.707772,4
135,flux-ping-kvs-size-1000-rank-1,binomial,binomial-6,0,6,1,kvs,1048576000,1000,53559.295,53.559295,5
136,flux-ping-kvs-size-1000-rank-2,binomial,binomial-6,0,6,2,kvs,1048576000,1000,53010.381,53.010381,5
137,flux-ping-broker-size-1000-rank-3,binomial,binomial-6,0,6,3,broker,1048576000,1000,63397.1,63.3971,5
138,flux-ping-kvs-size-1000-rank-3,binomial,binomial-6,0,6,3,kvs,1048576000,1000,63075.473,63.075472999999995,6
139,flux-ping-broker-size-1000-rank-4,binomial,binomial-6,0,6,4,broker,1048576000,1000,53320.608,53.320608,4
140,flux-ping-kvs-size-1000-rank-4,binomial,binomial-6,0,6,4,kvs,1048576000,1000,53239.82,53.23982,5
141,flux-ping-broker-size-1000-rank-5,binomial,binomial-6,0,6,5,broker,1048576000,1000,63083.91,63.08391,5
142,flux-ping-kvs-size-1000-rank-5,binomial,binomial-6,0,6,5,kvs,1048576000,1000,63067.358,63.067358,6
143,flux-ping-broker-size-0-rank-0,kary-2,kary-2-6,0,6,0,broker,0,0,0.154,0.000154,3
144,flux-ping-kvs-size-0-rank-0,kary-2,kary-2-6,0,6,0,kvs,0,0,0.207,0.000207,4
145,flux-ping-broker-size-0-rank-1,kary-2,kary-2-6,0,6,1,broker,0,0,0.575,0.000575,4
146,flux-ping-kvs-size-0-rank-1,kary-2,kary-2-6,0,6,1,kvs,0,0,0.555,0.000555,5
147,flux-ping-broker-size-0-rank-2,kary-2,kary-2-6,0,6,2,broker,0,0,0.442,0.000442,4
148,flux-ping-kvs-size-0-rank-2,kary-2,kary-2-6,0,6,2,kvs,0,0,0.498,0.000498,5
149,flux-ping-broker-size-0-rank-3,kary-2,kary-2-6,0,6,3,broker,0,0,0.799,0.000799,5
150,flux-ping-kvs-size-0-rank-3,kary-2,kary-2-6,0,6,3,kvs,0,0,0.797,0.0007970000000000001,6
151,flux-ping-broker-size-0-rank-4,kary-2,kary-2-6,0,6,4,broker,0,0,0.809,0.000809,5
152,flux-ping-kvs-size-0-rank-4,kary-2,kary-2-6,0,6,4,kvs,0,0,0.8,0.0008,6
153,flux-ping-broker-size-0-rank-5,kary-2,kary-2-6,0,6,5,broker,0,0,0.779,0.0007790000000000001,5
154,flux-ping-kvs-size-0-rank-5,kary-2,kary-2-6,0,6,5,kvs,0,0,0.8,0.0008,6
155,flux-ping-broker-size-200-rank-0,kary-2,kary-2-6,0,6,0,broker,209715200,200,8680.561,8.680560999999999,3
156,flux-ping-kvs-size-200-rank-0,kary-2,kary-2-6,0,6,0,kvs,209715200,200,8653.088,8.653088,4
157,flux-ping-broker-size-200-rank-1,kary-2,kary-2-6,0,6,1,broker,209715200,200,10684.319,10.684319,4
158,flux-ping-kvs-size-200-rank-1,kary-2,kary-2-6,0,6,1,kvs,209715200,200,10664.349,10.664349,5
159,flux-ping-broker-size-200-rank-2,kary-2,kary-2-6,0,6,2,broker,209715200,200,10777.476,10.777476,4
160,flux-ping-kvs-size-200-rank-2,kary-2,kary-2-6,0,6,2,kvs,209715200,200,10779.529,10.779529,5
161,flux-ping-broker-size-200-rank-3,kary-2,kary-2-6,0,6,3,broker,209715200,200,12668.104,12.668104,5
162,flux-ping-kvs-size-200-rank-3,kary-2,kary-2-6,0,6,3,kvs,209715200,200,12660.096,12.660096,6
163,flux-ping-broker-size-200-rank-4,kary-2,kary-2-6,0,6,4,broker,209715200,200,12653.68,12.65368,5
164,flux-ping-kvs-size-200-rank-4,kary-2,kary-2-6,0,6,4,kvs,209715200,200,12660.035,12.660035,6
165,flux-ping-broker-size-200-rank-5,kary-2,kary-2-6,0,6,5,broker,209715200,200,12683.056,12.683056,5
166,flux-ping-kvs-size-200-rank-5,kary-2,kary-2-6,0,6,5,kvs,209715200,200,12673.326,12.673326,6
167,flux-ping-broker-size-400-rank-0,kary-2,kary-2-6,0,6,0,broker,419430400,400,17347.743,17.347742999999998,3
168,flux-ping-kvs-size-400-rank-0,kary-2,kary-2-6,0,6,0,kvs,419430400,400,17299.846,17.299846000000002,4
169,flux-ping-broker-size-400-rank-1,kary-2,kary-2-6,0,6,1,broker,419430400,400,21307.064,21.307063999999997,4
170,flux-ping-kvs-size-400-rank-1,kary-2,kary-2-6,0,6,1,kvs,419430400,400,21335.637,21.335637,5
171,flux-ping-broker-size-400-rank-2,kary-2,kary-2-6,0,6,2,broker,419430400,400,21619.721,21.619721000000002,4
172,flux-ping-kvs-size-400-rank-2,kary-2,kary-2-6,0,6,2,kvs,419430400,400,21512.297,21.512297,5
173,flux-ping-broker-size-400-rank-3,kary-2,kary-2-6,0,6,3,broker,419430400,400,25358.403,25.358403,5
174,flux-ping-kvs-size-400-rank-3,kary-2,kary-2-6,0,6,3,kvs,419430400,400,25349.23,25.34923,6
175,flux-ping-broker-size-400-rank-4,kary-2,kary-2-6,0,6,4,broker,419430400,400,25371.586,25.371586,5
176,flux-ping-kvs-size-400-rank-4,kary-2,kary-2-6,0,6,4,kvs,419430400,400,25368.035,25.368035,6
177,flux-ping-broker-size-400-rank-5,kary-2,kary-2-6,0,6,5,broker,419430400,400,25376.619,25.376618999999998,5
178,flux-ping-kvs-size-400-rank-5,kary-2,kary-2-6,0,6,5,kvs,419430400,400,25341.353,25.341352999999998,6
179,flux-ping-broker-size-600-rank-0,kary-2,kary-2-6,0,6,0,broker,629145600,600,26320.384,26.320383999999997,3
180,flux-ping-kvs-size-600-rank-0,kary-2,kary-2-6,0,6,0,kvs,629145600,600,26263.419,26.263419000000003,4
181,flux-ping-broker-size-600-rank-1,kary-2,kary-2-6,0,6,1,broker,629145600,600,32596.043,32.596043,4
182,flux-ping-kvs-size-600-rank-1,kary-2,kary-2-6,0,6,1,kvs,629145600,600,32565.257,32.565257,5
183,flux-ping-broker-size-600-rank-2,kary-2,kary-2-6,0,6,2,broker,629145600,600,32698.471,32.698471,4
184,flux-ping-kvs-size-600-rank-2,kary-2,kary-2-6,0,6,2,kvs,629145600,600,32619.857,32.619857,5
185,flux-ping-broker-size-600-rank-3,kary-2,kary-2-6,0,6,3,broker,629145600,600,38414.671,38.414671000000006,5
186,flux-ping-kvs-size-600-rank-3,kary-2,kary-2-6,0,6,3,kvs,629145600,600,38253.469,38.253468999999996,6
187,flux-ping-broker-size-600-rank-4,kary-2,kary-2-6,0,6,4,broker,629145600,600,38291.7,38.2917,5
188,flux-ping-kvs-size-600-rank-4,kary-2,kary-2-6,0,6,4,kvs,629145600,600,38255.235,38.255235,6
189,flux-ping-broker-size-600-rank-5,kary-2,kary-2-6,0,6,5,broker,629145600,600,38333.908,38.333908,5
190,flux-ping-kvs-size-600-rank-5,kary-2,kary-2-6,0,6,5,kvs,629145600,600,38348.619,38.348619,6
191,flux-ping-broker-size-800-rank-0,kary-2,kary-2-6,0,6,0,broker,838860800,800,34725.263,34.725263,3
192,flux-ping-kvs-size-800-rank-0,kary-2,kary-2-6,0,6,0,kvs,838860800,800,34483.422,34.483422,4
193,flux-ping-broker-size-800-rank-1,kary-2,kary-2-6,0,6,1,broker,838860800,800,42805.224,42.805224,4
194,flux-ping-kvs-size-800-rank-1,kary-2,kary-2-6,0,6,1,kvs,838860800,800,42874.817,42.874817,5
195,flux-ping-broker-size-800-rank-2,kary-2,kary-2-6,0,6,2,broker,838860800,800,43318.289,43.318289,4
196,flux-ping-kvs-size-800-rank-2,kary-2,kary-2-6,0,6,2,kvs,838860800,800,43182.037,43.182036999999994,5
197,flux-ping-broker-size-800-rank-3,kary-2,kary-2-6,0,6,3,broker,838860800,800,50654.192,50.654192,5
198,flux-ping-kvs-size-800-rank-3,kary-2,kary-2-6,0,6,3,kvs,838860800,800,50608.475,50.608475,6
199,flux-ping-broker-size-800-rank-4,kary-2,kary-2-6,0,6,4,broker,838860800,800,50726.749,50.726749000000005,5
200,flux-ping-kvs-size-800-rank-4,kary-2,kary-2-6,0,6,4,kvs,838860800,800,50626.759,50.626759,6
201,flux-ping-broker-size-800-rank-5,kary-2,kary-2-6,0,6,5,broker,838860800,800,50521.188,50.521188,5
202,flux-ping-kvs-size-800-rank-5,kary-2,kary-2-6,0,6,5,kvs,838860800,800,50614.272,50.614272,6
203,flux-ping-broker-size-1000-rank-0,kary-2,kary-2-6,0,6,0,broker,1048576000,1000,43037.794,43.037794000000005,3
204,flux-ping-kvs-size-1000-rank-0,kary-2,kary-2-6,0,6,0,kvs,1048576000,1000,42912.973,42.912973,4
205,flux-ping-broker-size-1000-rank-1,kary-2,kary-2-6,0,6,1,broker,1048576000,1000,53257.149,53.257149,4
206,flux-ping-kvs-size-1000-rank-1,kary-2,kary-2-6,0,6,1,kvs,1048576000,1000,53582.697,53.582697,5
207,flux-ping-broker-size-1000-rank-2,kary-2,kary-2-6,0,6,2,broker,1048576000,1000,52998.67,52.99867,4
208,flux-ping-kvs-size-1000-rank-2,kary-2,kary-2-6,0,6,2,kvs,1048576000,1000,53127.519,53.127519,5
209,flux-ping-broker-size-1000-rank-3,kary-2,kary-2-6,0,6,3,broker,1048576000,1000,63254.256,63.254256,5
210,flux-ping-kvs-size-1000-rank-3,kary-2,kary-2-6,0,6,3,kvs,1048576000,1000,63278.951,63.278951,6
211,flux-ping-broker-size-1000-rank-4,kary-2,kary-2-6,0,6,4,broker,1048576000,1000,63317.56,63.31756,5
212,flux-ping-kvs-size-1000-rank-4,kary-2,kary-2-6,0,6,4,kvs,1048576000,1000,63225.895,63.225894999999994,6
213,flux-ping-broker-size-1000-rank-5,kary-2,kary-2-6,0,6,5,broker,1048576000,1000,63105.106,63.105106,5
214,flux-ping-kvs-size-1000-rank-5,kary-2,kary-2-6,0,6,5,kvs,1048576000,1000,63208.276,63.208276,6
215,flux-ping-broker-size-0-rank-0,kary-3,kary-3-6,0,6,0,broker,0,0,0.143,0.00014299999999999998,3
216,flux-ping-kvs-size-0-rank-0,kary-3,kary-3-6,0,6,0,kvs,0,0,0.21,0.00020999999999999998,4
217,flux-ping-broker-size-0-rank-1,kary-3,kary-3-6,0,6,1,broker,0,0,0.543,0.0005430000000000001,4
218,flux-ping-kvs-size-0-rank-1,kary-3,kary-3-6,0,6,1,kvs,0,0,0.543,0.0005430000000000001,5
219,flux-ping-broker-size-0-rank-2,kary-3,kary-3-6,0,6,2,broker,0,0,0.514,0.000514,4
220,flux-ping-kvs-size-0-rank-2,kary-3,kary-3-6,0,6,2,kvs,0,0,0.66,0.00066,5
221,flux-ping-broker-size-0-rank-3,kary-3,kary-3-6,0,6,3,broker,0,0,0.539,0.000539,4
222,flux-ping-kvs-size-0-rank-3,kary-3,kary-3-6,0,6,3,kvs,0,0,0.526,0.000526,5
223,flux-ping-broker-size-0-rank-4,kary-3,kary-3-6,0,6,4,broker,0,0,0.759,0.000759,5
224,flux-ping-kvs-size-0-rank-4,kary-3,kary-3-6,0,6,4,kvs,0,0,0.862,0.000862,6
225,flux-ping-broker-size-0-rank-5,kary-3,kary-3-6,0,6,5,broker,0,0,0.878,0.000878,5
226,flux-ping-kvs-size-0-rank-5,kary-3,kary-3-6,0,6,5,kvs,0,0,0.889,0.000889,6
227,flux-ping-broker-size-200-rank-0,kary-3,kary-3-6,0,6,0,broker,209715200,200,8665.889,8.665889,3
228,flux-ping-kvs-size-200-rank-0,kary-3,kary-3-6,0,6,0,kvs,209715200,200,8643.068,8.643068,4
229,flux-ping-broker-size-200-rank-1,kary-3,kary-3-6,0,6,1,broker,209715200,200,10811.881,10.811881,4
230,flux-ping-kvs-size-200-rank-1,kary-3,kary-3-6,0,6,1,kvs,209715200,200,10837.334,10.837334,5
